county,JP_court,case_type,date_range,num_reports_submitted,active_pending_start_date,reactivated,added,disposed,placed_on_inactive_status,active_pending_end_date,source
Donley,Precincts 3 & 4 Place 2,Civil,9/1/2014 - 8/31/2015,12,5,0,13,12,0,5,"AOC Statistical Report, FY2015"
Duval,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,5,0,38,28,0,15,"AOC Statistical Report, FY2015"
Duval,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,10,0,21,6,0,6,"AOC Statistical Report, FY2015"
Duval,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,1,0,25,7,0,3,"AOC Statistical Report, FY2015"
Duval,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,4,0,2,1,0,6,"AOC Statistical Report, FY2015"
Eastland,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,853,0,83,37,0,874,"AOC Statistical Report, FY2015"
Eastland,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,294,0,21,21,0,278,"AOC Statistical Report, FY2015"
Eastland,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,519,0,2,0,0,525,"AOC Statistical Report, FY2015"
Ector,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,192,0,395,375,0,211,"AOC Statistical Report, FY2015"
Ector,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,185,0,365,295,0,253,"AOC Statistical Report, FY2015"
Ector,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,154,2,374,350,18,164,"AOC Statistical Report, FY2015"
Ector,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,384,0,372,322,0,434,"AOC Statistical Report, FY2015"
Edwards,Countywide,Civil,9/1/2014 - 8/31/2015,12,7,0,2,1,0,8,"AOC Statistical Report, FY2015"
El Paso,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,9353,0,993,1008,0,9277,"AOC Statistical Report, FY2015"
El Paso,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,1324,0,1270,1269,0,1355,"AOC Statistical Report, FY2015"
El Paso,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,14146,0,1330,1178,0,14172,"AOC Statistical Report, FY2015"
El Paso,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,11700,0,1456,1136,0,12017,"AOC Statistical Report, FY2015"
El Paso,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,6791,0,1217,1355,0,6598,"AOC Statistical Report, FY2015"
El Paso,Precinct 6 Place 1,Civil,9/1/2014 - 8/31/2015,12,5126,0,828,455,0,5245,"AOC Statistical Report, FY2015"
El Paso,Precinct 6 Place 2,Civil,9/1/2014 - 8/31/2015,12,79,0,167,160,0,84,"AOC Statistical Report, FY2015"
El Paso,Precinct 7 Place 1,Civil,9/1/2014 - 8/31/2015,12,648,0,593,608,0,596,"AOC Statistical Report, FY2015"
Ellis,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,126,0,464,249,0,145,"AOC Statistical Report, FY2015"
Ellis,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,4404,0,422,342,0,4425,"AOC Statistical Report, FY2015"
Ellis,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,728,0,240,221,0,764,"AOC Statistical Report, FY2015"
Ellis,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1407,0,523,511,0,1419,"AOC Statistical Report, FY2015"
Erath,"Precinct 1, 3 & 4",Civil,9/1/2014 - 8/31/2015,12,1294,0,281,337,2,950,"AOC Statistical Report, FY2015"
Erath,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,185,1,42,41,1,179,"AOC Statistical Report, FY2015"
Falls,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,10,0,40,19,0,28,"AOC Statistical Report, FY2015"
Falls,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,204,0,41,8,0,229,"AOC Statistical Report, FY2015"
Falls,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,6,0,21,21,0,4,"AOC Statistical Report, FY2015"
Falls,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,6,0,13,9,0,10,"AOC Statistical Report, FY2015"
Fannin,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Fannin,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Fannin,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Fayette,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,63,0,81,107,0,37,"AOC Statistical Report, FY2015"
Fayette,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,12,0,42,38,0,16,"AOC Statistical Report, FY2015"
Fayette,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,29,0,33,22,0,39,"AOC Statistical Report, FY2015"
Fayette,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,93,0,31,8,0,115,"AOC Statistical Report, FY2015"
Fisher,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,5,0,14,3,0,15,"AOC Statistical Report, FY2015"
Fisher,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,0,0,5,5,0,0,"AOC Statistical Report, FY2015"
Floyd,Precincts 1 & 4,Civil,9/1/2014 - 8/31/2015,12,847,0,11,9,0,850,"AOC Statistical Report, FY2015"
Floyd,Precincts 2 & 3,Civil,9/1/2014 - 8/31/2015,12,17,0,6,7,0,17,"AOC Statistical Report, FY2015"
Foard,Countywide,Civil,9/1/2014 - 8/31/2015,12,26,0,2,0,0,27,"AOC Statistical Report, FY2015"
Fort Bend,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,276,2,926,886,5,314,"AOC Statistical Report, FY2015"
Fort Bend,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,4118,0,1050,782,2,4381,"AOC Statistical Report, FY2015"
Fort Bend,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,5457,0,2372,2409,0,5423,"AOC Statistical Report, FY2015"
Fort Bend,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,4756,5,1371,1293,6,4834,"AOC Statistical Report, FY2015"
Fort Bend,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,3688,1,1074,989,1,3778,"AOC Statistical Report, FY2015"
Franklin,Countywide,Civil,9/1/2014 - 8/31/2015,12,46,0,107,90,1,62,"AOC Statistical Report, FY2015"
Freestone,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,20,0,68,47,0,41,"AOC Statistical Report, FY2015"
Freestone,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,7,0,56,55,0,8,"AOC Statistical Report, FY2015"
Freestone,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,4,0,26,23,0,7,"AOC Statistical Report, FY2015"
Freestone,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,260,0,24,3,0,283,"AOC Statistical Report, FY2015"
Frio,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,47,0,34,14,0,46,"AOC Statistical Report, FY2015"
Frio,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,50,0,31,21,0,60,"AOC Statistical Report, FY2015"
Frio,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,30,0,3,0,0,33,"AOC Statistical Report, FY2015"
Frio,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1,0,0,0,0,1,"AOC Statistical Report, FY2015"
Gaines,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,42,0,63,53,0,52,"AOC Statistical Report, FY2015"
Gaines,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,20,0,10,11,0,17,"AOC Statistical Report, FY2015"
Galveston,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,1109,0,1342,1370,0,2565,"AOC Statistical Report, FY2015"
Galveston,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,510,0,1182,1129,0,1879,"AOC Statistical Report, FY2015"
Galveston,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,484,0,802,739,0,1003,"AOC Statistical Report, FY2015"
Galveston,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,891,0,680,606,0,771,"AOC Statistical Report, FY2015"
Galveston,Precinct 5,Civil,9/1/2014 - 8/31/2015,4,1851,0,291,306,0,0,"AOC Statistical Report, FY2015"
Galveston,Precinct 6,Civil,9/1/2014 - 8/31/2015,4,5,0,12,12,0,0,"AOC Statistical Report, FY2015"
Galveston,Precinct 7,Civil,9/1/2014 - 8/31/2015,4,797,0,280,285,0,0,"AOC Statistical Report, FY2015"
Galveston,Precinct 8 Place 1,Civil,9/1/2014 - 8/31/2015,4,322,0,296,308,0,0,"AOC Statistical Report, FY2015"
Galveston,Precinct 8 Place 2,Civil,9/1/2014 - 8/31/2015,4,470,0,31,77,0,0,"AOC Statistical Report, FY2015"
Garza,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,83,0,18,13,0,85,"AOC Statistical Report, FY2015"
Garza,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,70,0,10,13,0,68,"AOC Statistical Report, FY2015"
Gillespie,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,404,0,95,106,0,395,"AOC Statistical Report, FY2015"
Gillespie,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,194,0,164,189,0,180,"AOC Statistical Report, FY2015"
Glasscock,Countywide,Civil,9/1/2014 - 8/31/2015,12,1,0,7,3,0,5,"AOC Statistical Report, FY2015"
Goliad,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,12,0,33,28,0,17,"AOC Statistical Report, FY2015"
Goliad,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,14,0,28,25,0,10,"AOC Statistical Report, FY2015"
Gonzales,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,15,0,72,71,0,15,"AOC Statistical Report, FY2015"
Gonzales,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,10,0,7,2,0,15,"AOC Statistical Report, FY2015"
Gonzales,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,91,0,13,5,0,99,"AOC Statistical Report, FY2015"
Gray,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,173,158,63,322,0,15,"AOC Statistical Report, FY2015"
Gray,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,15,0,9,17,0,7,"AOC Statistical Report, FY2015"
Gray,Precincts 1 & 3,Civil,9/1/2014 - 8/31/2015,12,195,12,138,234,0,95,"AOC Statistical Report, FY2015"
Grayson,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,192,0,756,681,0,289,"AOC Statistical Report, FY2015"
Grayson,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,472,0,474,472,0,480,"AOC Statistical Report, FY2015"
Grayson,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,34,0,177,173,0,35,"AOC Statistical Report, FY2015"
Grayson,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,52,0,140,121,2,72,"AOC Statistical Report, FY2015"
Gregg,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,289,0,726,671,0,331,"AOC Statistical Report, FY2015"
Gregg,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,1464,0,660,553,0,1565,"AOC Statistical Report, FY2015"
Gregg,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,628,0,435,857,0,203,"AOC Statistical Report, FY2015"
Gregg,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1418,0,692,685,0,1019,"AOC Statistical Report, FY2015"
Grimes,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,6,0,49,40,0,15,"AOC Statistical Report, FY2015"
Grimes,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,49,0,39,39,0,51,"AOC Statistical Report, FY2015"
Grimes,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,451,0,95,60,0,509,"AOC Statistical Report, FY2015"
Guadalupe,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,387,1,367,320,0,149,"AOC Statistical Report, FY2015"
Guadalupe,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,256,0,450,451,1,284,"AOC Statistical Report, FY2015"
Guadalupe,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,284,0,300,100,0,495,"AOC Statistical Report, FY2015"
Guadalupe,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,420,0,330,228,1,533,"AOC Statistical Report, FY2015"
Hale,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,191,0,208,209,0,192,"AOC Statistical Report, FY2015"
Hale,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,64,0,58,52,0,70,"AOC Statistical Report, FY2015"
Hall,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Hall,"Precincts 1, 2 & 3",Civil,9/1/2014 - 8/31/2015,12,106,0,14,22,0,18,"AOC Statistical Report, FY2015"
Hamilton,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,233,0,71,44,0,252,"AOC Statistical Report, FY2015"
Hamilton,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,7,0,27,23,0,8,"AOC Statistical Report, FY2015"
Hansford,Countywide,Civil,9/1/2014 - 8/31/2015,12,259,0,20,11,0,241,"AOC Statistical Report, FY2015"
Hardeman,Countywide,Civil,9/1/2014 - 8/31/2015,12,38,0,37,29,0,46,"AOC Statistical Report, FY2015"
Hardin,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,31,0,130,128,0,38,"AOC Statistical Report, FY2015"
Hardin,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,44,0,63,61,0,48,"AOC Statistical Report, FY2015"
Hardin,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,36,0,51,39,0,18,"AOC Statistical Report, FY2015"
Hardin,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,17,0,52,57,0,10,"AOC Statistical Report, FY2015"
Hardin,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,62,0,185,203,0,25,"AOC Statistical Report, FY2015"
Hardin,Precinct 6 Place 1,Civil,9/1/2014 - 8/31/2015,12,17,0,14,16,0,11,"AOC Statistical Report, FY2015"
Harris,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,2990,0,8033,7894,16,3094,"AOC Statistical Report, FY2015"
Harris,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,16240,0,8321,6438,23,18091,"AOC Statistical Report, FY2015"
Harris,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,660,0,3511,3527,3,644,"AOC Statistical Report, FY2015"
Harris,Precinct 2 Place 2,Civil,9/1/2014 - 8/31/2015,12,2222,3,4414,3576,7,3061,"AOC Statistical Report, FY2015"
Harris,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,1338,15,6081,5750,6,1686,"AOC Statistical Report, FY2015"
Harris,Precinct 3 Place 2,Civil,9/1/2014 - 8/31/2015,12,863,1,4657,4509,0,1020,"AOC Statistical Report, FY2015"
Harris,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1899,0,8023,7763,10,2112,"AOC Statistical Report, FY2015"
Harris,Precinct 4 Place 2,Civil,9/1/2014 - 8/31/2015,12,2398,4,11493,10449,19,3347,"AOC Statistical Report, FY2015"
Harris,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,3472,1,8224,8854,10,2760,"AOC Statistical Report, FY2015"
Harris,Precinct 5 Place 2,Civil,9/1/2014 - 8/31/2015,12,2381,2,13226,12510,11,3013,"AOC Statistical Report, FY2015"
Harris,Precinct 6 Place 1,Civil,9/1/2014 - 8/31/2015,12,504,0,1774,1670,6,612,"AOC Statistical Report, FY2015"
Harris,Precinct 6 Place 2,Civil,9/1/2014 - 8/31/2015,12,878,0,629,606,0,898,"AOC Statistical Report, FY2015"
Harris,Precinct 7 Place 1,Civil,9/1/2014 - 8/31/2015,12,2759,2,6933,5737,7,3956,"AOC Statistical Report, FY2015"
Harris,Precinct 7 Place 2,Civil,9/1/2014 - 8/31/2015,12,548,0,3798,3650,0,660,"AOC Statistical Report, FY2015"
Harris,Precinct 8 Place 1,Civil,9/1/2014 - 8/31/2015,12,732,0,3674,3547,0,850,"AOC Statistical Report, FY2015"
Harris,Precinct 8 Place 2,Civil,9/1/2014 - 8/31/2015,12,203,0,1369,1354,2,213,"AOC Statistical Report, FY2015"
Harrison,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,109,0,127,108,0,128,"AOC Statistical Report, FY2015"
Harrison,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,1591,0,303,280,0,1614,"AOC Statistical Report, FY2015"
Harrison,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,1275,0,252,225,0,1303,"AOC Statistical Report, FY2015"
Harrison,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,426,0,191,206,0,415,"AOC Statistical Report, FY2015"
Hartley,Countywide,Civil,9/1/2014 - 8/31/2015,12,96,0,13,11,0,93,"AOC Statistical Report, FY2015"
Haskell,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,238,0,29,25,0,238,"AOC Statistical Report, FY2015"
Hays,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,335,0,528,422,0,439,"AOC Statistical Report, FY2015"
Hays,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,325,0,372,512,0,184,"AOC Statistical Report, FY2015"
Hays,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,156,0,319,324,0,150,"AOC Statistical Report, FY2015"
Hays,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,56,0,136,154,0,37,"AOC Statistical Report, FY2015"
Hays,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,88,1,136,136,0,87,"AOC Statistical Report, FY2015"
Hays,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,83,1,178,154,1,108,"AOC Statistical Report, FY2015"
Hemphill,Countywide,Civil,9/1/2014 - 8/31/2015,12,75,0,22,23,0,74,"AOC Statistical Report, FY2015"
Henderson,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,529,0,137,78,3,587,"AOC Statistical Report, FY2015"
Henderson,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,781,0,268,234,25,813,"AOC Statistical Report, FY2015"
Henderson,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,32,0,97,80,0,44,"AOC Statistical Report, FY2015"
Henderson,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,459,0,122,40,0,541,"AOC Statistical Report, FY2015"
Henderson,Precinct 5,Civil,9/1/2014 - 8/31/2015,12,274,0,183,280,0,245,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,8,3707,0,1817,1311,0,0,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 2 Place 2,Civil,9/1/2014 - 8/31/2015,12,663,0,433,311,64,2385,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,4,4231,0,274,85,0,0,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 3 Place 2,Civil,9/1/2014 - 8/31/2015,10,6019,6,899,105,191,0,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,7,4061,7,1252,956,3,0,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 4 Place 2,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Hidalgo,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,4,319,0,19,31,6,0,"AOC Statistical Report, FY2015"
Hill,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,10,0,89,70,0,33,"AOC Statistical Report, FY2015"
Hill,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Hill,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,26,0,42,65,0,47,"AOC Statistical Report, FY2015"
Hill,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,14,0,92,67,0,63,"AOC Statistical Report, FY2015"
Hockley,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,21,0,9,5,1,21,"AOC Statistical Report, FY2015"
Hockley,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,14,0,7,3,0,17,"AOC Statistical Report, FY2015"
Hockley,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,55,0,15,9,1,59,"AOC Statistical Report, FY2015"
Hockley,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,393,0,202,156,0,430,"AOC Statistical Report, FY2015"
Hood,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,96,0,264,246,0,94,"AOC Statistical Report, FY2015"
Hood,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,926,0,158,100,0,982,"AOC Statistical Report, FY2015"
Hood,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,206,0,194,186,0,206,"AOC Statistical Report, FY2015"
Hood,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,60,0,174,174,1,37,"AOC Statistical Report, FY2015"
Hopkins,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,268,0,304,296,0,275,"AOC Statistical Report, FY2015"
Hopkins,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,312,0,240,189,0,348,"AOC Statistical Report, FY2015"
Houston,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,27,0,94,100,0,20,"AOC Statistical Report, FY2015"
Houston,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,27,0,55,69,0,10,"AOC Statistical Report, FY2015"
Howard,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,2257,0,378,245,0,2395,"AOC Statistical Report, FY2015"
Howard,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,30,0,69,49,0,47,"AOC Statistical Report, FY2015"
Howard,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,68,0,15,9,6,129,"AOC Statistical Report, FY2015"
Hudspeth,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,0,0,0,0,0,0,"AOC Statistical Report, FY2015"
Hudspeth,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,1,0,5,0,0,6,"AOC Statistical Report, FY2015"
Hudspeth,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Hudspeth,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1,0,1,3,0,0,"AOC Statistical Report, FY2015"
Hunt,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,3482,0,728,524,0,3562,"AOC Statistical Report, FY2015"
Hunt,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,1409,2,323,1480,3,59,"AOC Statistical Report, FY2015"
Hunt,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,99,0,169,154,1,113,"AOC Statistical Report, FY2015"
Hunt,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,808,0,94,55,0,840,"AOC Statistical Report, FY2015"
Hunt,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1108,0,277,256,0,1131,"AOC Statistical Report, FY2015"
Hutchinson,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,406,0,141,132,0,395,"AOC Statistical Report, FY2015"
Hutchinson,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,22,0,87,68,0,40,"AOC Statistical Report, FY2015"
Irion,Countywide,Civil,9/1/2014 - 8/31/2015,12,11,0,5,12,0,5,"AOC Statistical Report, FY2015"
Jack,Countywide,Civil,9/1/2014 - 8/31/2015,12,79,0,70,31,0,118,"AOC Statistical Report, FY2015"
Jackson,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,24,0,113,97,0,41,"AOC Statistical Report, FY2015"
Jackson,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,60,0,72,47,0,86,"AOC Statistical Report, FY2015"
Jasper,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,13,0,58,53,0,18,"AOC Statistical Report, FY2015"
Jasper,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,840,0,41,46,0,835,"AOC Statistical Report, FY2015"
Jasper,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,19,0,55,33,0,20,"AOC Statistical Report, FY2015"
Jasper,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,114,0,21,12,0,122,"AOC Statistical Report, FY2015"
Jasper,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,88,0,7,3,0,92,"AOC Statistical Report, FY2015"
Jasper,Precinct 6 Place 1,Civil,9/1/2014 - 8/31/2015,12,4,0,18,10,0,12,"AOC Statistical Report, FY2015"
Jeff Davis,Countywide,Civil,9/1/2014 - 8/31/2015,12,17,0,14,3,0,24,"AOC Statistical Report, FY2015"
Jefferson,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,373,167,1548,1494,190,404,"AOC Statistical Report, FY2015"
Jefferson,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,178,0,1167,1130,0,215,"AOC Statistical Report, FY2015"
Jefferson,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,170,0,1105,1010,0,265,"AOC Statistical Report, FY2015"
Jefferson,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,86,0,111,104,0,93,"AOC Statistical Report, FY2015"
Jefferson,Precinct 6,Civil,9/1/2014 - 8/31/2015,12,64,0,647,608,0,103,"AOC Statistical Report, FY2015"
Jefferson,Precinct 7,Civil,9/1/2014 - 8/31/2015,12,159,1,1026,965,49,178,"AOC Statistical Report, FY2015"
Jefferson,Precinct 8,Civil,9/1/2014 - 8/31/2015,12,143,0,221,139,0,225,"AOC Statistical Report, FY2015"
Jim Hogg,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,2,0,27,21,0,8,"AOC Statistical Report, FY2015"
Jim Hogg,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,2,0,2,1,0,3,"AOC Statistical Report, FY2015"
Jim Hogg,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,24,0,0,2,0,22,"AOC Statistical Report, FY2015"
Jim Hogg,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,4,0,3,0,0,7,"AOC Statistical Report, FY2015"
Jim Wells,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,318,0,609,537,0,402,"AOC Statistical Report, FY2015"
Jim Wells,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,113,0,16,4,0,125,"AOC Statistical Report, FY2015"
